Country Name,Country Code,Series Name,Series Code,1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Bangladesh,BGD,"Population ages 15-64, total",SP.POP.1564.TO,46920954,48343108,49787346,51237943,52723265,54260481,55824497,57447194,59072788,60732893,62491456,64330045,66209208,68086718,70033213,72044989,74085380,76134099,78139758,80071880,81921372,83745577,85497651,86933413,88216600,89351100,90580787,92256484,94116706,96129495,98276729,100454049,102575958,104744797,106941690,108985072,110894720,112816371,114687891,116383491,117964397
Bangladesh,BGD,"Population ages 65 and above, total",SP.POP.65UP.TO,3168685,3261686,3354854,3444917,3530417,3608988,3676220,3742388,3810508,3885176,3965743,4046140,4134678,4223551,4326124,4471046,4660081,4858863,5047659,5238885,5430907,5619654,5801071,5972031,6126574,6271781,6422905,6598690,6793764,6995078,7184539,7363770,7587423,7871137,8204441,8587684,9010488,9430760,9868578,10347220,10837246
Bangladesh,BGD,Population growth (annual %),SP.POP.GROW,2.773151777,2.696842185,2.559448682,2.381451099,2.232420798,2.164260927,2.124383169,2.126059061,1.936544001,1.840533183,1.910821228,1.917797956,1.866695332,1.753339984,1.787740166,1.876144029,1.915074298,1.905524049,1.899252681,1.85802653,1.746536801,1.661191643,1.517975111,1.210589941,1.051117194,0.887833017,0.880093476,1.141551337,1.218938691,1.243571246,1.267157297,1.245960208,1.191061127,1.230795354,1.249724066,1.161378463,1.11317249,1.14420974,1.149318476,1.074836743,1.027464987
Bangladesh,BGD,"Population, total",SP.POP.TOTL,91045478,93534239,95959099,98271746,100490256,102688833,104893674,107147651,109242834,111272102,113418757,115614891,117793338,119876868,122039226,124350471,126754824,129193327,131670484,134139826,136503206,138789725,140912590,142628831,144135934,145421318,146706810,148391139,150211005,152090649,154030139,155961299,157830000,159784568,161793964,163683958,165516222,167420951,169356251,171186372,172954319
Bangladesh,BGD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,..,..,..,368.49,396.28,389.76,407.26,444.19,434.28,420.78,566.83,527.3,587.03,726.06,861.73,1054.16,1163.91,1426.83,1385.91,1913.43,1786.71,2227.1,2150.99,2567.09,3059.56,3039.88,5012.04,4927.32,..,..,..
Bangladesh,BGD,Urban population,SP.URB.TOTL,15141773,15956941,16789004,17630934,18485183,19366087,20275947,21227021,22129321,22933180,23779377,24658344,25552909,26449632,27383162,28374290,29409654,30476706,31727320,33207655,34711400,36243549,37777256,39247175,40699664,42125647,43585126,45202909,46903386,48658361,50463354,52301622,54148316,56057220,58016080,59960707,61911343,63916296,65957486,67979820,69999802
Bangladesh,BGD,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.6,..,..,..,..,..,5.5,..,..,..,..,..,..,..,..,9.3,..
Belarus,BLR,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32,31.7,31.2,30.6,30.3,28.8,26.5,27.6,28.3,29.6,27.8,27.7,28.6,27.2,26.5,26.6,27.2,25.6,25.3,25.4,25.2,25.3,24.4,..,..,..
Belarus,BLR,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.335889816,1.580569983,1.379490018,0.431600004,0.302980006,0.170149997,0.099820003,..,..,0.970420003,2.901220083,3.451380014,4.247680187,4.648920059,5.433410168,6.051889896,6.682859898,6.799210072,6.651569843,6.420670033,5.659120083,6.054080009,..
Belarus,BLR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,..,..,..,..,..,..,..,..,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,..,..,..
Belarus,BLR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,25.76086957,5.187817259,75.95571292,16.88006062,11.52012886,12.17146907,20.18054264,15.10311745,15.01445182,11.44061677,12.33668601,..,..,6.570220588,6.644401832,8.909260816,10.65663437,18.55746198,18.90524573,39.41681084,24.42931342,23.83729556,24.54880852,37.5980986,38.92409841,39.88017996,37.09564601,33.24422862,..,..,..,..
Belarus,BLR,"Compulsory education, duration (years)",SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11
Belarus,BLR,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.389609158,..,-0.323169857,..,-0.504357815,..,-0.657884896,-0.537339866,-0.759292543,-0.723230779,-0.52986896,-0.574205935,-0.559036314,-0.56215173,-0.633431315,-0.619015694,-0.458519369,-0.40493837,-0.234706506,-0.315779865,-0.224086627,-0.240941063,-0.154802009,0.007285738,-0.133964226,-0.258149892,-0.579676211,..
Belarus,BLR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,4380.751349,4426.013214,3912.701745,3450.222433,3068.36199,2790.020749,2806.615123,2952.92294,3015.400275,3005.364257,2996.309475,3009.402482,3000.745625,3063.056939,3174.053092,3245.372088,3365.981865,3393.908536,3481.743517,3299.460902,3566.173013,3632.87856,3704.309041,3657.124679,3690.103683,..,..,..,..,..,..,..,..,..
Belarus,BLR,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..
Belarus,BLR,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.45858,..,..,..,..,..,..
Belarus,BLR,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.67875,25.47756,26.71441,20.189,..,20.0739,17.1275,17.29592,17.87294,17.58319,16.89418,16.75625,16.10117,16.47839,..,..,..,..,..,..
Belarus,BLR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,29452716337,29099285029,26305753291,24306515541,21462652290,19230536339,19768992246,22022658441,23872559844,24684226697,26115912676,27349969477,28729848600,30753347145,34274526375,37496332399,41245963659,44793119256,49362017184,49460738873,53317819269,56185628815,57133556524,57706875065,58703016906,56454889147,55028933825,56422059344,58199150812,59040830813,58643542627,60073780097,57275396305,59501256894
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,9200000000,16416666667,14952100840,13970425777,14756846154,14130585516,15221352699,12138243081,12736780455,12354820144,14594900945,17825444724,23141566293,30210091837,36961894281,45275711996,60752106347,50873167326,57231904543,61762382328,65685890439,75527558966,78812805039,56454889147,47723545321,54725302250,60031173808,64410122847,61371755326,69673747132,73775179925,71857382746
Belarus,BLR,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,0,0,0,0,0.000485951,0.002921254,0.029298294,0.049020891,0.073868897,0.494881245,1.860398126,4.300616022,8.950971315,..,..,..,16.2,19.7,23,27.43,31.8,39.64889566,46.91,54.17,59.02,62.23036091,71.11304576,74.43644541,79.12988669,82.78915209,85.08791245,86.88841196,89.50733148,..
Belarus,BLR,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2030000,1852000,1907000,1729000,1816000,4738000,5276000,5283000,5262000,4872000,5674000,5877000,6130000,6242000,5375000,4386000,10935000,11060000,11502000,11832000,3598000,..,..,..
Belarus,BLR,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,4647361,4660189,4675859,4697022,4719506,4716201,4702916,4710349,4735445,4799823,4854143,4894315,4922877,4945457,4965796,4986812,5013841,5042776,5069441,5088243,5101163,5108408,5112243,5116472,5123402,5126557,5119698,5099979,5079798,5044592,5014861,4993525,4956149
Belarus,BLR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,1.622498648,2.790971461,3.621608255,1.699463769,1.26069256,1.768966551,1.495098702,1.366760738,1.346984151,1.438290747,1.400245801,1.2990639,1.358222314,1.498453135,1.709412492,1.649765914,1.453492852,1.372576981,1.341383433,1.22449511,1.229218722,1.270796652,1.26884247,1.257482359,1.253515045,1.146289015,1.182261729,1.20086453,1.152879226,1.11835004,1.203282568,..
Belarus,BLR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0,0,0,0,0,0,0.00309146,0.016457615,0.056367534,0.062741587,0.07852187,0.117354959,0.22755487,0.481188384,1.356006073,4.564502119,11.10683042,22.39351493,41.26253389,60.35626399,70.83258616,83.04193393,99.26716397,106.1807277,110.177396,110.1376877,114.686658,117.6215475,118.016106,117.8382404,117.5863907,119.8449004,120.1910673,121.490553,122.7801287,123.4472552,..
Belarus,BLR,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,72.87735748,69.29875183,66.05686951,..,..,..,45.28828812,..,98.00337982,99.35897064,97.63681793,96.19982147,97.57634735,98.06716919,..,93.70777893,99.20168304,98.88265228,96.21858215,98.52336121,95.94567871,99.11045837,99.22583008,99.16696167,98.01136017,99.50296783,99.67842865,98.19252014,99.06333923,98.6681366,98.32383728,98.43256378,98.79747009,97.86908722,98.26686096,98.24884796,98.25681305,98.26396179,95.62319946,..,..
Belarus,BLR,"Population ages 0-14, total",SP.POP.0014.TO,2248101,2271684,2293075,2315479,2336943,2348102,2357270,2357135,2345634,2330275,2306067,2264147,2209554,2148220,2077848,2000768,1923650,1847901,1768816,1688187,1612007,1543252,1486400,1443469,1414989,1401291,1403069,1415457,1433247,1457458,1485669,1513909,1540901,1564612,1579378,1583721,1583707,1579559,1566586,1548087,1526731
Belarus,BLR,"Population ages 15-64, total",SP.POP.1564.TO,6615168,6664046,6708456,6747852,6777834,6772472,6764680,6753198,6735186,6732524,6736330,6724125,6706225,6699206,6700414,6713022,6732601,6746976,6754627,6752560,6742926,6732526,6719466,6709131,6709208,6714272,6717245,6709807,6683135,6640107,6590587,6542450,6502346,6462580,6413187,6360836,6308566,6247755,6170451,6094192,6031039
Belarus,BLR,"Population ages 65 and above, total",SP.POP.65UP.TO,979731,974270,973470,979669,996223,1019426,1048050,1079015,1113230,1153670,1196653,1238683,1278052,1312143,1339171,1358173,1370487,1384733,1405105,1424802,1441816,1454368,1458049,1452324,1436756,1412422,1384269,1358572,1345261,1349270,1366955,1392156,1417828,1442186,1466424,1494228,1527484,1552638,1565548,1585791,1620528
Belarus,BLR,Population growth (annual %),SP.POP.GROW,0.683014022,0.678380569,0.653761443,0.679391164,0.67480657,0.286405805,0.29542119,0.190065083,0.046135586,0.219690718,0.220771793,-0.118196017,-0.32441483,-0.336671341,-0.415604443,-0.450435237,-0.450029843,-0.471131335,-0.512966688,-0.636565666,-0.699809191,-0.682169472,-0.68300556,-0.612296198,-0.458847536,-0.345415054,-0.245915441,-0.218522756,-0.234282914,-0.1566176,-0.03838,0.056151568,0.132853237,0.087721088,-0.109782323,-0.213824207,-0.201786601,-0.42347525,-0.828232721,-0.804228427,-0.540824986
Belarus,BLR,"Population, total",SP.POP.TOTL,9843000,9910000,9975000,10043000,10111000,10140000,10170000,10189348,10194050,10216470,10239050,10226955,10193831,10159569,10117433,10071963,10026738,9979610,9928549,9865548,9796749,9730146,9663915,9604924,9560953,9527985,9504583,9483836,9461643,9446836,9443211,9448515,9461076,9469379,9458989,9438785,9419758,9379952,9302585,9228071,9178298
Belarus,BLR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,0.998520017,0.730000019,0.705780029,0.845229983,0.722100019,0.708760023,0.620899975,0.611469984,0.627590001,0.678520024,0.660650015,0.962029994,0.741469979,0.621670008,0.669130027,0.677600026,0.646030009,0.651910007,0.505479991,0.499989986,0.500630021,0.584110022,0.60443002,0.577329993,0.539009988,0.459809989,0.480639994,..
Belarus,BLR,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,..,..,..,1285.54,1352.75,1312.38,1133.6,1203.02,1330.16,1325.49,1268.25,1268.85,1329.79,1200.6,1300.85,1059.23,1156.45,1050.5,1082.13,1038.01,1093.63,1052.95,974,989.55,1067.67,1195.57,1341.81,1352.11,..,..,..
Belarus,BLR,Urban population,SP.URB.TOTL,5879814,6025280,6167842,6312729,6457896,6578021,6669994,6723034,6766199,6821128,6876034,6907388,6924262,6939798,6949361,6956101,6966778,6983033,6995457,6998521,6996348,6994710,6992229,6993921,7005597,7024602,7049739,7081770,7114020,7150971,7195632,7246350,7302153,7354014,7390686,7418413,7445754,7455467,7433696,7412540,7409732
Belarus,BLR,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.7,..,..,..,..,0.3,..,..,..,..,0.3,..,..,..,..,..
Cambodia,KHM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.81858063,85.25144958,84.35404968,82.45198059,78.28340149,74.77348328,75.04518127,70.03366089,31.9151001,10.25568962,15.26177025,..,4.882989883,19.36058998,19.81071091,..,14.77569008,12.54034996,..,..,..,..,14.15299988,16.72999954,..,..
Cambodia,KHM,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,..,..,..
Cambodia,KHM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,"Compulsory education, duration (years)",SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.019842386,..,-0.988311708,..,-0.967182696,..,-0.990784228,-0.989836037,-1.058346272,-1.223739982,-1.260385513,-1.151689529,-1.241710544,-1.181240082,-1.249007821,-1.255649567,-1.080681562,-1.063721895,-1.146749973,-1.153123736,-1.301330924,-1.317361832,-1.356795192,-1.323165655,-1.271122456,-1.197489381,-1.24149859,..
Cambodia,KHM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,13.18738319,19.6734001,23.96871331,26.48024347,30.17058736,32.84142436,36.7152659,50.62977147,51.76845581,55.92956747,66.88517333,80.72546671,100.3296368,114.1001706,127.3688271,143.7668674,164.7467371,207.1464511,221.9380236,272.5034428,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.211690363,3.1,3.20754717,2.580195258,9.505061867,28.18419334,48.39663407,..,..,..,..,..,..,..,..
Cambodia,KHM,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.4017,..,62.6465,74.36318,64.56828,..,..,..,..,..,..,51.02882,49.96293,49.4388,49.2463,49.70352,48.45392,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.16909,..,..,11.24273,..,..,..,..,..,..,..,41.04203,42.46843,43.28621,44.08978,41.5395,44.05134,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.56572,..,..,..,..,..,..,..,..,..,..,6.2996,5.84669,5.33979,..,6.10003,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2966570088,3112883676,3258261072,3382101646,4110319513,4602608736,4762751131,4818109152,5183866172,5547645970,5775009073,3764807026,4137653519,4381671867,4557228856,4770581545,5376702112,5914027157,6395924923,6816708954,7396531099,8161371525,9242760346,10238305796,11283900343,12038971277,12049408699,12767924407,13670561754,14670337167,15749584749,16874510038,18049954289,19301414292,20651915663,22194442188,23760061873,23024448758,23721258226,24964207156,26312274342
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,939291262.1,1021176059,1102669184,1167630318,1036974910,1662877859,1353137648,1402541177,2054974089,2491486594,2533727592,2791435272,3441205693,3506695720,3443413389,3120425503,3517242477,3654031716,3984000517,4284028483,4658246918,5337833248,6293046162,7274595707,8639235913,10351914177,10401851768,11242275288,12829541141,14054443213,15227991395,16702610842,18049954289,20016747858,22177200588,24571753583,27089390033,25872797892,26961061152,29504829319,31772759999
Cambodia,KHM,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,0,0,0,0,0,0,..,0.005844911,0.016324986,0.031969578,0.04702264,0.076956056,0.226983238,0.260570198,0.300436644,0.317321781,0.46835672,0.49,0.51,0.53,1.26,3.1,4.94,6,14,18,32.39845171,32.90027854,..,52.30587822,53.65076745,60.1524023,..,..
Cambodia,KHM,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..,..,..,..,..,..,..,..,..,220000,260000,219000,287000,368000,466000,605000,787000,701000,1055000,1422000,1700000,2015000,2125000,2162000,2508000,2882000,3584000,4210000,4503000,4775000,5012000,5602000,6201000,6611000,1306000,..,..,..
Cambodia,KHM,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,3984220,4144694,4360239,4648062,4754699,4895904,5017701,5228103,5445907,5586065,5726428,5866857,6005653,6139652,6267722,6392064,6511792,6619705,6707925,6778050,6831932,6865596,7112623,7368200,7620595,7874603,8131979,8386085,8636531,8690980,8922729,9057330,9174840
Cambodia,KHM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,1.146850882,1.574245346,1.278203562,1.992453582,2.071375594,2.327896585,3.145933014,1.761289499,3.8423429,3.577310579,3.238454583,3.003361162,2.6620479,2.510029082,2.20981321,1.774810531,1.519617405,1.447518851,1.296742212,1.127579071,1.04310008,0.914612028,0.798217508,1.313127999,1.493096881,1.497788708,1.547939822,1.575896014,1.656794879,1.801622621,1.90988363,2.067355727,2.208442429,2.196481304,2.450642976,2.347342464,2.099642325,..
Cambodia,KHM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0,0,0,0,0,0,0.046956377,0.096264199,0.12912646,0.206552816,0.293538009,0.525705675,0.748944912,1.077223474,1.811108143,3.025049479,3.897398361,6.618588238,8.01716186,12.77398895,18.83599976,30.3860731,44.2788579,56.74623762,94.39487785,129.2052488,135.0996151,134.4568277,135.2392534,127.4626128,117.3225889,121.1658947,132.1508925,128.6026166,119.9575768,116.3256071,..
Cambodia,KHM,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.23255157,44.0559082,..,54.7356987,63.59255981,55.01776123,53.51750946,56.92250061,55.09135056,54.48389053,54.46348953,..,..,61.3429718,65.94856262,64.229599,..,..,73.48805237,76.24903107,83.50454712,79.76049805,79.69551849,..,..,..,..
Cambodia,KHM,"Population ages 0-14, total",SP.POP.0014.TO,2870534,2997133,3128001,3264705,3408108,3561485,3735855,3934596,4150864,4392967,4639849,4837512,4963571,5038925,5084387,5000919,4893632,4869765,4839432,4807233,4773120,4741685,4712916,4683339,4658686,4635175,4615104,4609819,4623794,4663378,4703917,4732420,4762926,4792943,4818463,4837526,4849867,4857658,4860473,4854064,4839058
Cambodia,KHM,"Population ages 15-64, total",SP.POP.1564.TO,3804601,3922408,4025935,4166423,4328938,4461057,4578922,4710866,4833727,5040679,5308856,5493539,5640129,5817240,6010002,6319971,6645856,6877901,7115410,7358391,7605028,7850711,8094493,8339771,8585443,8821310,9035347,9229566,9406090,9558034,9706910,9861420,10005482,10147460,10289375,10422129,10544941,10674662,10810814,10940260,11069280
Cambodia,KHM,"Population ages 65 and above, total",SP.POP.65UP.TO,206827,214359,222154,230188,238551,247239,256151,265347,274771,284569,294844,305303,315827,326447,337180,348187,359517,371175,383350,396155,409562,423975,439174,454670,470662,487403,505288,524147,544002,565228,588855,616978,649116,684181,722852,765583,812938,864539,917736,973517,1036487
Cambodia,KHM,Population growth (annual %),SP.POP.GROW,3.885388507,3.595414357,3.338575863,3.794021317,4.020260371,3.62214017,3.576810496,3.888891053,3.83702258,4.836681184,5.264627959,3.762942278,2.627508394,2.380732598,2.20186668,2.056361276,1.951251573,1.830648179,1.793814334,1.795929879,1.782576229,1.772331946,1.753175949,1.730269692,1.743255619,1.656639057,1.507891949,1.457229884,1.453873407,1.449284193,1.430499716,1.397775194,1.34979002,1.334085157,1.310482663,1.221445659,1.132442162,1.160057697,1.165135849,1.072167381,1.049965111
Cambodia,KHM,"Population, total",SP.POP.TOTL,6881962,7133899,7376090,7661317,7975597,8269780,8570928,8910808,9259362,9718215,10243550,10636353,10919528,11182612,11431569,11669077,11899006,12118841,12338192,12561779,12787710,13016371,13246583,13477779,13714791,13943888,14155740,14363532,14573885,14786640,14999683,15210817,15417523,15624584,15830689,16025238,16207746,16396860,16589023,16767842,16944826
Cambodia,KHM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.049800001,..,..,..,..,..,..,..,..,..,..,..,..,0.11823,..,..,..,..,..,..,..,..
Cambodia,KHM,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,..,..,..,4.94,6.79,8.79,10.18,12.15,13.24,24.24,23.91,36.55,35.52,44.33,51.31,50.51,63.69,55.85,70.69,77.26,85.19,93.43,111.19,124.23,123.88,143.87,140.82,166.15,..,..,..
Cambodia,KHM,Urban population,SP.URB.TOTL,917021,972065,1027563,1091125,1161167,1230791,1303724,1385274,1471035,1577655,1699098,1802436,1890279,1977421,2064541,2141859,2197746,2252408,2307612,2364127,2421609,2480269,2539900,2600268,2662452,2728958,2821239,2914935,3011402,3110665,3212182,3315806,3420840,3528344,3637892,3747983,3858254,3973287,4092180,4211076,4332792
Cambodia,KHM,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.4,..,..,3.6,..,..,..,..,..,..,..
Canada,CAN,Gini index,SI.POV.GINI,..,33.5,33.2,31.7,31.7,31.2,31,31.4,32,31.6,31.7,31.3,31.5,32.8,33.1,33.2,33.1,33.4,33.6,33.6,33.8,33.8,33.6,34.1,33.8,33.9,34,33.6,32.7,33.5,33.8,33.2,33.7,32.7,33.3,32.5,31.7,..,..,..,..
Canada,CAN,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,..,..,..,..,..,..,..,..,..,1.758649945,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.05108,0.00545,0.021199999,0.31900999,..,..,..,..,..,0.430669993,..,..
Canada,CAN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,..,..,..
Canada,CAN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,77.31262198,78.03866793,74.92840957,72.48279976,66.24583175,58.73797424,57.45835645,54.14911949,51.27133706,46.80098583,46.06165142,43.29167819,39.15856395,45.32051127,53.19244667,53.14973296,54.11938584,55.72516494,53.20086908,51.48270813,55.99158378,56.0236244,54.46256518,53.15153565,53.36232469,74.5540471,71.07396023,61.41786358,..
Canada,CAN,"Compulsory education, duration (years)",SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Canada,CAN,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,2.031407595,..,2.034210443,..,2.049319029,..,1.982231498,1.931292057,1.805866241,1.86970067,1.952794552,1.99088037,1.987721443,2.051796675,2.061873198,1.971133471,1.918904424,1.879342556,1.832427263,1.845864892,1.944438457,1.880703807,1.789857745,1.729976535,1.565556288,1.616529822,1.658579826,..
Canada,CAN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,13457.06579,14343.39203,14857.25859,15363.39958,15798.28727,16389.3381,16464.03951,16167.37456,16181.58875,16164.41904,16320.1273,16388.2805,16532.38204,16607.20634,16653.67705,16435.78699,16678.9326,17037.07228,16840.21927,16961.11562,17209.37572,17265.73569,16948.81191,16508.32992,16683.20417,16377.39103,15450.19132,15269.29061,15644.58903,15336.99023,15751.69254,15589.96927,..,..,..,..,..,..,..,..,..
Canada,CAN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,18.08596719,19.21466328,17.31850393,15.29527534,16.97639084,18.14276507,18.37107334,17.05664041,17.40251465,17.30417718,15.48230934,15.59388345,15.60753922,15.70735641,17.3303696,19.034664,18.6406308,19.416905,19.98897894,19.60166878,19.10500015,16.87979795,16.20984845,15.24984945,16.10280444,14.8664432,12.91866578,13.17218012,11.81288719,10.11606045,9.799397215,9.917127733,9.836449295,..,..,..,..,..,..,..,..
